시도교육청,폐교명,폐교연도,지역교육청,급별,활용현황,주소
강원,화계초 화양분교장,1994,홍천,초,미활용,강원도 홍천군 북방면 굴지리 243-2
강원,화동초 북동분교장,2010,정선,초,대부,강원도 정선군 화암면 북동리 182
강원,화전초등학교,2015,태백,초,대부,강원도 태백시 화전동 167-2
강원,화촌초 율촌분교장,1994,홍천,초,대부,강원도 홍천군 화촌면 주음치리 271
강원,횡성초 당평분교장,2016,횡성,초,대부,강원도 횡성군 갑천면 추동리 70-14
강원,후용초등학교,2000,원주,초,대부,강원도 원주시 문막읍 후용리 389
강원,흥업초 사제분교장,2000,원주,초,대부,강원도 원주시 흥업면 사제리 534
충북,(구)내북초폐교,2013,보은,초,대부,충청북도 보은군 내북면 동산리 1199
충북,(구)북암초폐교,1981,보은,초,대부,충청북도 보은군 속리산면 북암리 318
충북,(구)옥동초폐교,2014,진천,초,자체활용,충청북도 진천군 덕산읍 옥동리 359-2
충북,(구)주성중,2015,청주,초,자체활용,충청북도 청주시 상당구 수동 133
충북,(구)충북체육고,2014,청주,초,자체활용,충청북도 청주시 서원구 사직동 808-4
충북,가덕중,2022,청주,중,자체활용,충청북도 청주시 상당구 가덕면 수곡리 255
충북,가덕초 상야분교,2004,청주,초,대부,충청북도 청주시 상당구 가덕면 상야리 351-1
충북,감곡초 상평분교,2000,음성,초,대부,충청북도 음성군 감곡면 상평리 344-4
충북,감물중,2013,괴산증평,중,대부,충청북도 괴산군 감물면 광전리 112
충북,강천초,2019,충주,초,대부,충청북도 충주시 앙성면 목미리 89-2
충북,강천초 단암분교,1995,충주,초,대부,충청북도 충주시 앙성면 단암리 412-1
충북,공전초등학교,1999,제천,초,대부,충청북도 제천시 봉양읍 공전리 265
충북,관기초기대분폐교,1994,보은,초,대부,충청북도 보은군 마로면 기대리 328-2
충북,관기초소여폐교,1995,보은,초,미활용,충청북도 보은군 마로면 소여리 470-1
충북,관기초적암폐교,1995,보은,초,대부,충청북도 보은군 마로면 적암리 149
충북,괴산명덕초제월초,1996,괴산증평,초,대부,충청북도 괴산군 괴산읍 제월리 289
충북,구정초 오상폐교,2002,진천,초,대부,충청북도 진천군 초평면 은암리 290-1
충북,금성초장선분교장,1996,제천,초,대부,충청북도 제천시 청풍면 장선리 98
충북,금성초중전분교장,1969,제천,초,대부,충청북도 제천시 금성면 포전리 409-2
충북,남당초삼선분교장,1993,제천,초,대부,충청북도 제천시 봉양읍 삼거리 538
충북,남신초 덕생분교,2012,음성,초,미활용,충청북도 음성군 음성읍 삼생리 94
충북,남이초 구암분교,1992,청주,초,자체활용,충청북도 청주시 서원구 남이면 구암리 275
충북,남일초 두산분교,2010,청주,초,자체활용,충청북도 청주시 상당구 남일면 두산리 106-1
충북,남한강초,2020,충주,초,자체활용,충청북도 충주시 문화동 1924
충북,낭성초 갈산분교,2004,청주,초,대부,충청북도 청주시 상당구 낭성면 갈산리 341-1
충북,내북초아곡폐교,2002,보은,초,대부,충청북도 보은군 내북면 상궁리 46-2
충북,내북초이식폐교,1999,보은,초,대부,충청북도 보은군 산외면 이식리 84
충북,노은초 수룡분교,1996,충주,초,미활용,충청북도 충주시 노은면 수룡리 554-1
충북,노은초 수상분교,2013,충주,초,자체활용,충청북도 충주시 노은면 안락리 119-1
충북,단양초노동분교장,1999,단양,초,대부,충청북도 단양군 단양읍 노동리 265
충북,단천초 가산폐교,2019,단양,초,미활용,충청북도 단양군 단성면 가산리 290
충북,단천초두항분교장,1991,단양,초,대부,충청북도 단양군 단성면 두항리 39
충북,대강초올산분교장,1992,단양,초,대부,충청북도 단양군 대강면 올산리 185
충북,대강초장정폐교,2017,단양,초,미활용,충청북도 단양군 대강면 장정리 30
충북,대성초등학교,2014,옥천,초,대부,충청북도 옥천군 이원면 의평리 276-2
충북,대소원초,2020,충주,초,자체활용,충청북도 충주시 대소원면 본리 569-15
충북,대장초,2019,음성,초,대부,충청북도 음성군 소이면 대장리 374-1
충북,덕산초월악분교장,1992,제천,초,대부,충청북도 제천시 덕산면 월악리 596
충북,동광초 학림폐교,2003,보은,초,자체활용,충청북도 보은군 보은읍 중동리 9-1
충북,동량초 서운분교,1999,충주,초,미활용,충청북도 충주시 동량면 서운리 155
충북,동량초 하천분교,1995,충주,초,대부,충청북도 충주시 동량면 손동리 336
충북,동이중학교,1998,옥천,중,대부,충청북도 옥천군 동이면  적하리 672
충북,두학초자작분교장,1992,제천,초,대부,충청북도 제천시 자작동 256-4
충북,매포초기동분교장,1990,단양,초,대부,충청북도 단양군 적성면 기동리 433-1
충북,목도고폐교,2022,괴산증평,고,자체활용,충청북도 괴산군 불정면 목도리 360
충북,무극초 사정분교,1995,음성,초,대부,충청북도 음성군 음성읍 사정리 949
충북,문의초 구룡분교,1992,청주,초,대부,충청북도 청주시 상당구 문의면 구룡리 338
충북,미봉초폐교,1944,영동,초,대부,충청북도 영동군 양강면 유점리 697-3
충북,미원초 용곡분교,2000,청주,초,미활용,충청북도 상당구 미원면 용곡리 287-1
충북,미원초 운암분교,1991,청주,초,대부,충청북도 청주시 상당구 미원면 운암리 593
충북,미원초 종암분교,2000,청주,초,대부,충청북도 청주시 상당구 미원면 종암리 387
충북,백곡중폐교,2012,진천,중,자체활용,충청북도 진천군 백곡면 사송리 476-1
충북,백곡초 성대폐교,1999,진천,초,대부,충청북도 진천군 백곡면 성대리 498-2
충북,백봉초 운곡분교장,1995,괴산증평,초,미활용,충청북도 괴산군 청안면 운곡리 209-2
충북,백봉초장암분교장,1999,괴산증평,초,대부,충청북도 괴산군 청안면 장암리 401-1
충북,별방초유암분교장,1995,단양,초,대부,충청북도 단양군 영춘면 유암리 253
충북,보덕초폐교,1999,보은,초,대부,충청북도 보은군 탄부면 하장리 35-5
충북,복성초,1992,충주,초,대부,충청북도 충주시 앙성면 지당리 201-5
충북,부상초폐교,1946,영동,초,대부,충청북도 영동군 용산면 부상리 697-1
충북,산외초산대폐교,1992,보은,초,대부,충청북도 보은군 산외면 산대리 118-1
충북,산외초장갑폐교,2002,보은,초,대부,충청북도 보은군 산외면 장갑리 318
충북,산척중,2023,충주,중,자체활용,충청북도 충주시 산척면 영덕리 718-2
충북,산척초 명서분교,1992,충주,초,대부,충청북도 충주시 산척면 명서리 493-7
충북,삼산초중초폐교,1999,보은,초,대부,충청북도 보은군 보은읍 중초리 408-1
충북,상신초폐교,2019,진천,초,미활용,충청북도 진천군 이월면 신월리 317-16
충북,상촌중폐교,2019,영동,중,대부,충청북도 영동군 상촌면 유곡리 467-3
충북,상촌초 대해폐교,1958,영동,초,대부,충청북도 영동군 상촌면 대해리 698
충북,상촌초 물한폐교,1991,영동,초,자체활용,충청북도 영동군 상촌면 물한리 643
충북,상촌초 삼봉폐교,1993,영동,초,미활용,충청북도 영동군 상촌면 고자리 360-4
충북,상촌초 황학폐교,1941,영동,초,대부,충청북도 영동군 상촌면 궁촌리 301
충북,생극초 관성분교,1999,음성,초,미활용,충청북도 음성군 생극면 관성리 13-1
충북,성남초 종인분교,1995,충주,초,자체활용,충청북도 충주시 종민동 510-3
충북,성암초 연곡폐교,1991,진천,초,미활용,충청북도 진천군 진천읍 연곡리 191-1
충북,세성초 공이분교,1999,충주,초,대부,충청북도 충주시 살미면 공이리 448-1
충북,세성초 향산분교,1993,충주,초,대부,충청북도 충주시 살미면 향산리 379
충북,세평초,1998,괴산증평,초,대부,충청북도 괴산군 불정면 세평리 214
충북,소수초 광신분교장,1995,괴산증평,초,미활용,충청북도 괴산군 소수면 몽촌리 219
충북,소태초 덕은분교,1996,충주,초,대부,충청북도 충주시 소태면 덕은리 229
충북,송학초송한분교장,1993,제천,초,대부,충청북도 제천시 송학면 송한리 543
충북,수정초법주폐교,2007,보은,초,대부,충청북도 보은군 속리산면 상판리 201-2
충북,수회초 팔봉분교,1999,충주,초,대부,충청북도 충주시 살미면 토계리 263
충북,신덕초폐교,1994,진천,초,자체활용,충청북도 진천군 진천읍 삼덕리 607-2
충북,안내초 용촌분교장,1995,옥천,초,대부,충청북도 옥천군 안내면 용촌리 160
충북,앙성초 영죽분교,1999,충주,초,대부,충청북도 충주시 앙성면 영죽리 264-1
충북,야동초,2020,충주,초,대부,충청북도 충주시 소태면 야동리 487
충북,양산초 천태폐교,1944,영동,초,대부,충청북도 영동군 양산면 호탄리 708-1
충북,양화초등학교,1995,제천,초,대부,충청북도 제천시 금성면 양화리 623
충북,어상천초덕문곡분교장,1992,단양,초,대부,충청북도 단양군 영춘면  덕문곡리 171
충북,어상천초선암분교장,2001,단양,초,대부,충청북도 단양군 어상천면 석교리 69
충북,어상천초연곡분교장,1993,단양,초,대부,충청북도 단양군 어상천면  연곡리 631
충북,엄정초 목계분교,2009,충주,초,대부,충청북도 충주시 엄정면 목계리 111
충북,영동초 화신폐교,1993,영동,초,미활용,충청북도 영동군 영동읍 화신리 228-3
충북,영춘초동대분교장,1999,단양,초,자체활용,충청북도 단양군 영춘면 동대리 806
충북,영춘초의풍분교장,2009,단양,초,대부,충청북도 단양군 영춘면  의풍리760
충북,오수초,1999,괴산증평,초,대부,충청북도 괴산군 연풍면 유하리 196-9
충북,오창초 가좌분교,2008,청주,초,미활용,충청북도 청원구 오창읍 가좌리 129
충북,오창초 유리분교,2008,청주,초,자체활용,충청북도 청주시 청원구 오창읍 유리 394
충북,옥산초 호죽분교,1999,청주,초,대부,충청북도 청주시 흥덕구 옥산면 호죽리 300-3
충북,외천초,2012,청주,초,자체활용,충청북도 청주시 서원구 남이면 부용외천리 290
충북,용산초폐교,1926,영동,초,대부,충청북도 영동군 용산면 한곡리 206-2
충북,용암초폐교,1941,영동,초,대부,충청북도 영동군 황간면 용암리 642
충북,용화초 자계폐교,1991,영동,초,대부,충청북도 영동군 용화면 자계리 569
충북,원남초 문암분교,1999,음성,초,대부,충청북도 음성군 원남면 문암리 593
충북,유덕초,1999,제천,초,미활용,충청북도 제천시 덕산면 신현리 606
충북,유덕초복평분교장,1995,제천,초,대부,충청북도 제천시 덕산면 수산리 833-2
충북,이원초 지탄분교장,2012,옥천,초,대부,충청북도 옥천군 이원면 지탄리 754-1
충북,입석초등학교,2021,제천,초,자체활용,충청북도 제천시 입석리 입석리 609-2
충북,장연중,2013,괴산증평,중,대부,충청북도 괴산군 장연면 오가리 563-1
충북,주덕고,2023,충주,고,자체활용,충청북도 충주시 주덕읍 신중리 130-3
충북,죽향초 군북분교장,1994,옥천,초,자체활용,충청북도 옥천군 군북면 소정리 245
충북,중앙탑초,2018,충주,초,자체활용,충청북도 충주시 중앙탑면 탑평리 212-1
충북,창암초,1998,충주,초,대부,충청북도 충주시 가금면 창동리 산22-2
충북,천덕초폐교,1944,영동,초,대부,충청북도 영동군 매곡면 공수리 463-2
충북,청동초등학교,1999,옥천,초,대부,충청북도 옥천군 청산면 효목리 675-1
충북,청산초 대월분교장,1995,옥천,초,대부,충청북도 옥천군 청산면 대성리 173-1
충북,청성초 묘금분교장,2000,옥천,초,미활용,충청북도 옥천군 청성면  묘금리 59-1
충북,청성초 화성분교장,1999,옥천,초,미활용,충청북도 옥천군 청성면  화성리 295-1
충북,청천초 대후분교장,1993,괴산증평,초,미활용,충청북도 괴산군 청천면 후영리 196-1
충북,청천초 신월분교장,2007,괴산증평,초,미활용,충청북도 괴산군 청천면 신월리 144
충북,청풍초학현분교장,1990,제천,초,자체활용,충청북도 제천시 청풍면 학현리 산18-1
충북,추산초,2017,괴산증평,초,대부,충청북도 괴산군 불정면 추산리 545-2
충북,추평초,1999,충주,초,대부,충청북도 충주시 엄정면 추평리 454
충북,추풍령초 신안폐교,1995,영동,초,미활용,충청북도 영동군 추풍령면 신안리 63
충북,충주중앙중 가금분교,2009,충주,중,자체활용,충청북도 충주시 중앙탑면 가흥리 361-7
충북,칠성초쌍곡분교장,1991,괴산증평,초,자체활용,충청북도 괴산군 칠성면 쌍곡리 157
충북,탄부초사직폐교,2002,보은,초,대부,충청북도 보은군 탄부면 사직리 151-3
충북,학산초 봉산폐교,1945,영동,초,대부,충청북도 영동군 학산면 황산리 563-1
충북,한수중학교,1998,제천,중,대부,충청북도 제천시 한수면 송계리 309-1
충북,현암초,1999,청주,초,자체활용,충청북도 청주시 흥덕구 현암동 89
충북,회남초 분저폐교,1992,보은,초,미활용,충청북도 보은군 회남면 분저리 71
충북,회인초회동폐교,1994,보은,초,대부,충청북도 보은군 회인면 고석리 123-1
충남,결성중,2018,홍성,중,대부,충청남도 홍성군 결성면 읍내리 29
충남,고남초 영항분교,1999,태안,초,미활용,충청남도 태안군 고남면 고남리 96-4
충남,광남초,2014,홍성,초,대부,충청남도 홍성군 광천읍 옹암리 353-2
충남,광성초,2015,홍성,초,대부,충청남도 홍성군 갈산면 취생리 250
충남,광시초,1999,예산,초,미활용,충청남도 예산군 광시면 신대리 197
충남,광천여자중,2014,홍성,중,자체활용,충청남도 홍성군 광천읍 소암리 397
충남,금남초,1999,금산,초,미활용,충청남도 금산군 남일면 마장리 912-1
충남,금류초,1992,금산,초,자체활용,충청남도 금산군 금성면 하류리440
충남,대룡초,2007,공주,초,대부,충청남도 공주시 신풍면 대룡리 407
충남,대률초,1999,예산,초,대부,충청남도 예산군 대흥면 대률리 476-1
충남,대명초,2022,논산계룡,초,미활용,충청남도 논산시 상월면 대촌리 268
충남,대평초,2014,홍성,초,미활용,충청남도 홍성군 광천읍 대평리 318
충남,덕명초,2019,홍성,초,자체활용,충청남도 홍성군 광천읍 신진리 402
충남,도성초,2014,당진,초,대부,충청남도 당진시 대호지면 사성리 35-9
충남,동산초,2015,논산계룡,초,자체활용,충청남도 논산시  양촌면 인천리 66
충남,만사초,1992,예산,초,대부,충청남도 예산군 신양면 만사리 156-8
충남,면천초 죽동분교,1994,당진,초,자체활용,충청남도 당진시 면천면 죽동리 347-1
충남,명봉초,1998,서산,초,자체활용,충청남도 서산시 성연면 명천리 35
충남,반포초 마암분교,1991,공주,초,자체활용,충청남도 공주시 반포면 마암리 산 4-2
충남,백석포초,2007,아산,초,자체활용,충청남도 아산시 영인면 백석포리 290-4
충남,병천초 봉성분교,2007,천안,초,미활용,충청남도 천안시 동남구 병천면  매성리 253
충남,복수초 용진분교,2011,금산,초,미활용,충청남도 금산군 복수면 용진리 405-1
충남,부리초 부동분교,1998,금산,초,자체활용,충청남도 금산군 부리면 예미리414-4
충남,부적초 부남분교,2007,논산계룡,초,대부,충청남도 논산시 부적면 탑정리 256-3
충남,산수초,2007,홍성,초,자체활용,충청남도 홍성군 홍북면 산수리 100
충남,삼포초,1999,서산,초,미활용,충청남도 서산시 고북면 봉생리 101-2
충남,성광초,2011,논산계룡,초,자체활용,충청남도 논산시  성동면 병촌리 351
충남,시묘초,1997,논산계룡,초,자체활용,충청남도 논산시 은진면 시묘리 496-1
충남,양촌초 장원분교,1997,논산계룡,초,대부,충청남도 논산시 양촌면 산직리 566-2
충남,용연초,2000,당진,초,자체활용,충청남도 당진시 용연동 803-3
충남,우성초 봉현분교,1993,공주,초,자체활용,충청남도 공주시 우성면 봉현리262-1
충남,원북초방갈분교,2021,태안,초,미활용,충청남도 태안군 원북면 방갈리 202
충남,원이중 이원분교,2022,태안,중,자체활용,충청남도 태안군 원북면 포지리 291-1
충남,월성초,1994,서천,초,자체활용,충청남도 서천군 한산면 나교리 400-1
충남,은석초 천북분교,2000,천안,초,대부,충청남도 천안시 동남구 북면 납안리 86
충남,인세초,2018,부여,초,대부,"충청남도 부여군 세도면 귀덕리 503,503-1"
충남,인지초 인정분교장,2009,서산,초,대부,충청남도 서산시 인지면 모월리 311-2
충남,임주초,1995,부여,초,미활용,충청남도 부여군 임천면 구교리 521-1
충남,장곡초 반계분교,2016,홍성,초,미활용,충청남도 홍성군 장곡면 천태리 630-4
충남,장곡초 오서분교,2015,홍성,초,미활용,충청남도 홍성군 장곡면 광성리 28
충남,장기초 송선분교,1998,공주,초,자체활용,충청남도 공주시 송선동 119
충남,장신초,1999,예산,초,미활용,충청남도 예산군 광시면 서초정리 490
충남,장평중,2020,청양,중,자체활용,충청남도 청양군 장평면 중추리 14
충남,정곡초,1992,보령,초,자체활용,충청남도 보령시 주산면 삼곡리 638
충남,종천초,1998,서천,초,자체활용,충청남도 서천군 종천면 화산리 191-2
충남,주봉초,2017,공주,초,미활용,충청남도 공주시 이인면 주봉리 250-4
충남,창미초,1999,보령,초,자체활용,충청남도 보령시 주교면 관창리 815-4
충남,탄천초 가척분교,1993,공주,초,미활용,충청남도 공주시 탄천면 가척리 491
충남,학계초,1992,홍성,초,자체활용,충청남도 홍성군 홍성읍 학계리 192-3
충남,함산초,2002,논산계룡,초,미활용,충청남도 논산시 가야곡면 산노리 50
충남,호암초,2012, 논산계룡,초,대부,충청남도 논산시 노성면 호암리 312
충남,호암초 삼동분교,1994, 논산계룡,초,대부,충청남도 논산시 노성면 노티리 205-1
충남,황화초,2022,논산계룡,초,미활용,충청남도 논산시 연무읍 마전리 811-17
전북,고성초,2006,부안,초,대부,전라북도 부안군 행안면  삼간리 405-1
전북,곰소초 석포분교,1993,부안,초,자체활용,전라북도 부안군 진서면 석포리 546
전북,공음고,1994,고창,고,자체활용,전라북도 고창군 공음면  칠암리 570-1
전북,관청초,2019,정읍,초,자체활용,전라북도 정읍시 고부면 관청리 548
전북,관촌동초,1991,임실,초,자체활용,전라북도 임실군 관촌면 방수리 654-1
전북,관촌초 상월분교,1999,임실,초,대부,전라북도 임실군 관촌면  신전리 107-2
전북,금성초,2018,익산,초,자체활용,전라북도 익산시 성당면 두동리 702
전북,금평초,1991,무주,초,자체활용,전라북도 무주군 무풍면 금평리 1537
전북,난신초,1997,부안,초,자체활용,전라북도 부안군 줄포면 신리 300
전북,내도초,1997,무주,초,자체활용,전라북도 무주군 무주읍  내도리 133-1
전북,내장공원초,1994,정읍,초,자체활용,전라북도 정읍시 내장동 산83
전북,대성고,2004,고창,고,자체활용,전라북도 고창군 대산면 매산리 1157-1
전북,대수초,2006,부안,초,자체활용,전라북도 부안군 백산면  대수리 450-2
전북,도강초,1999,전주,초,자체활용,전라북도 전주시 덕진구  강흥동 124-2
전북,도청초,1995,부안,초,자체활용,전라북도 부안군 변산면  도청리 312-2
전북,마포초,1999,부안,초,대부,전라북도 부안군 변산면  마포리 172
전북,무주동초,1996,무주,초,자체활용,전라북도 무주군 무주읍  오산리 302-2
전북,무주여고,1990,무주,고,자체활용,전라북도 무주군 무주읍  읍내리 472
전북,무주여중,1990,무주,중,자체활용,전라북도 무주군 무주읍 읍내리 472
전북,보안초,2010,부안,초,대부,전라북도 부안군 보안면 하입석리 573-2
전북,봉천초,1998,임실,초,자체활용,전라북도 임실군 오수면  봉천리 172
전북,비안도초,2021,군산,초,미활용,전라북도 군산시 옥도면 비안도리 259
전북,삼례여중,2020,완주,중,자체활용,전라북도 완주군 삼례읍 삼례리 202-7
전북,삼방초,2008,무주,초,자체활용,전라북도 무주군 적상면  삼유리 572
전북,석교초,1994,김제,초,자체활용,전라북도 김제시 백산면 석교리 1-2
전북,선유도초 명도분교,1992,군산,초,미활용,전라북도 군산시 옥도면 말도리 산115-34
전북,선유도초 방축도분교,1992,군산,초,미활용,전라북도 군산시 옥도면 말도리 산130-1
전북,성남초,2011,익산,초,자체활용,전라북도 익산시 망성면  내촌리 92
전북,성동초,1993,순창,초,자체활용,전라북도 순창군 동계면 이동리 11
전북,송북초,1995,남원,초,자체활용,전라북도 남원시 송동면  장국리 631
전북,수당초,1990,부안,초,자체활용,전라북도 부안군 줄포면  우포리 138
전북,아산초 삼인분교,2003,고창,초,자체활용,전라북도 고창군 아산면 삼인리 81
전북,안천초 백화분교,1994,진안,초,자체활용,전라북도 진안군 안천면 백화리 875-1
전북,어청도초 연도분교,2003,군산,초,미활용,전라북도 군산시 옥도면 연도리 37
전북,여산남초,2009,익산,초,자체활용,전라북도 익산시 여산면 원수리 465-4
전북,여산서초,2009,익산,초,자체활용,전라북도 익산시 여산면 두여리 1184-2
전북,오궁초,1995,임실,초,대부,전라북도 임실군 신덕면 지장리 45
전북,용곽초,2010,정읍,초,자체활용,전라북도 정읍시 감곡면 용곽리 256
전북,웅북초,2004,익산,초,자체활용,전라북도 익산시 웅포면 제성리 557-1
전북,원천초 주촌분교,1992,남원,초,자체활용,전라북도 남원시 주천면  송치리 418
전북,원촌초,2010,장수,초,자체활용,전라북도 장수군 계북면  원촌리 1247
전북,위도초 거륜도분교,1992,부안,초,미활용,전라북도 부안군 위도면 거륜도 산2-1
전북,위도초 상왕분교,1992,부안,초,미활용,전라북도 부안군 위도면 상왕등 산143
전북,위도초 하왕분교,1992,부안,초,미활용,전라북도 부안군 위도면 하왕등 산71
전북,의복초,2000,부안,초,대부,전라북도 부안군 계화면 의복리 460
전북,임실서초,1996,임실,초,대부,전라북도 임실군 임실읍 신안리 325
전북,주산초 덕림분교,1999,부안,초,대부,전라북도 부안군 주산면 덕림리 487-30
전북,주산초 석계분교,1998,부안,초,대부,전라북도 부안군 주산면  백석리 579-7
전북,주천상고,2001,진안,고,자체활용,전라북도 진안군 주천면 주양리 75
전북,춘포중,1994,익산,초,자체활용,전라북도 익산시 춘포면 오산리 269-1
전북,평장초,1992,진안,초,자체활용,전라북도 진안군 백운면 평장리 94
전북,풍남중 중인분교,1989,전주,초,자체활용,전라북도 전주시 완산구 중인리 676-1
전북,해성초 내초분교,2017,군산,초,자체활용,전라북도 군산시 내초동 66
전북,회룡초,2012,정읍,초,자체활용,전라북도 정읍시 정우면 회룡리 108-2
전남,(구)곡성중앙초,2005,곡성,중,자체활용,전라남도 곡성 곡성읍 읍내리 192
전남,강진군동중학교,2008,강진,중,자체활용,전라남도 강진 군동면 라천리 161
전남,강진서초영파분교장,1991,강진,초,미활용,전라남도 강진 강진읍 영파리 565
전남,거문중초도분교장,2017,여수,중,미활용,전라남도 여수 삼산면 초도리 산456
전남,거문초덕촌분교장,2019,여수,초,미활용,전라남도 여수 삼산면 덕촌리 814-1
전남,거문초동도분교장,2020,여수,초,미활용,전라남도 여수 삼산면 동도리 1012
전남,거문초서도분교장,2019,여수,초,자체활용,전라남도 여수 삼산면 서도리 25
전남,거문초손죽분교장,2022,여수,초,미활용,전라남도 여수 삼산면 손죽리 산1466
전남,겸면초마삼분교장,2004,곡성,초,대부,전라남도 곡성 겸면 마 전리 5 66
전남,겸백초은덕분교장,1994,보성,초,미활용,전라남도 보성 겸백면 은덕리 19
전남,고서초주산분교장,1999,담양,초,미활용,전라남도 담양 고서면 주산리 516
전남,고흥남초등학교,1995,고흥,초,자체활용,전라남도 고흥 포두면 등암리 326-1
전남,곡성여자중학교,2004,곡성,중,자체활용,전라남도 곡성 곡성읍 읍내리 446-1
전남,곡성입면중학교,2005,곡성,중,자체활용,전라남도 곡성 입면 송전리 5 73
전남,공산고등학교,2013,나주,고,대부,전라남도 나주 공산면 금곡리 819-4
전남,과역동초백일분교장,2007,고흥,초,미활용,전라남도 고흥 과역면 백일리 산908
전남,관산초영성분교장,2008,장흥,초,미활용,전라남도 장흥 관산읍 죽청리 418-3
전남,광양옥룡중학교,2009,광양,중,자체활용,전라남도 광양 옥룡면 용곡리 672
전남,광양태금중학교,2011,광양,중,미활용,전라남도 광양 태인동 303
전남,군곡초등학교,2011,해남,초,대부,전라남도 해남 송지면 군곡리 435
전남,군서북초등학교,1999,영암,초,미활용,전라남도 영암 군서면 해창리 494-2
전남,금산종합고등학교,2015,고흥,고,대부,전라남도 고흥 금산면 대흥리 1176
전남,금성초등학교,1999,여수,초,미활용,전라남도 여수 돌산읍 금성리 475
전남,금정초청룡분교장,1999,영암,초,미활용,전라남도 영암 금정면 청용리 899
전남,금정초한대분교장,1992,영암,초,미활용,전라남도 영암 영암읍 한대리 2
전남,나로고등학교,2014,고흥,고,미활용,전라남도 고흥 봉래면 신금리 838
전남,나산고,2016,함평,고,자체활용,전라남도 함평 나산면 삼축리 1184-3
전남,나산중학교,2017,함평,중,자체활용,전라남도 함평 나산면 삼축리 1166-1
전남,나주여자중학교,1998,나주,중,자체활용,전라남도 나주 교동 118
전남,나주초이화분교장,2008,나주,초,미활용,전라남도 나주 토계동 318
전남,나진초용창분교장,2021,여수,초,자체활용,전라남도 여수 화양면 용주리 1515-17
전남,낙안초창녕분교장,2014,순천,초,대부,전라남도 순천 낙안면 창녕리 572
전남,남면초인암분교장,2011,담양,초,대부,전라남도 담양 남면 인암리 2 38
전남,남성초등학교,1999,고흥,초,대부,전라남도 고흥 포두면 남성리 461
전남,남평동초등학교,1999,나주,초,대부,전라남도 나주 남평읍 우산리 984
전남,노동초금호분교장,1994,보성,초,미활용,전라남도 보성 노동면 금호리 598
전남,노동초학동분교장,1999,보성,초,대부,전라남도 보성 노동면 학동리 501
전남,다도초덕림분교장,1991,나주,초,미활용,전라남도 나주 다도면 덕림리 536
전남,다시남초등학교,1999,나주,초,미활용,전라남도 나주 다시면 문동리 654
전남,다시초국동분교장,1995,나주,초,미활용,전라남도 나주 문평면 국동리 678
전남,대동향교초대신분교장,2008,함평,초,미활용,전라남도 함평 대동면 금산리 422-7
전남,대동향교초동암분교장,1992,함평,초,대부,전라남도 함평 대동면 월송리 424
전남,대서서초등학교,1999,고흥,초,대부,전라남도 고흥 대서면 남정리 550
전남,대서초안남분교장,2008,고흥,초,미활용,전라남도 고흥 대서면 안남리 626
전남,도상초등학교,1996,곡성,초,자체활용,전라남도 곡성 곡성읍 구원리 65
전남,도초중학교,2017,신안,중,자체활용,전라남도 신안 도초면 수항리 1468-3
전남,도포초도신분교장,2008,영암,초,미활용,전라남도 영암 도포면 영호리 194
전남,도포초수산분교장,2008,영암,초,대부,전라남도 영암 도포면 수산리 282-4
전남,도포초영농분교장,2016,영암,초,미활용,전라남도 영암 도포면 영호리 919-10
전남,도화초도화동분교장,1995,고흥,초,미활용,전라남도 고흥 도화면 봉산리 824
전남,돌산중앙초등학교,2007,여수,초,자체활용,전라남도 여수 돌산읍 둔전리 1074
전남,돌산초대신분교장,2005,여수,초,미활용,전라남도 여수 돌산읍 신복리 730
전남,동강초매곡분교장,1997,고흥,초,미활용,전라남도 고흥 동강면 매곡리 413
전남,동면초경복분교장,2001,화순,초,대부,전라남도 화순 동면 복암리 166
전남,동면초옥호분교장,1995,화순,초,미활용,전라남도 화순 동면 옥호리 338
전남,동복초가수분교장,1999,화순,초,미활용,전라남도 화순 동복면 가수리 861
전남,동산초판교분교장,1994,순천,초,미활용,전라남도 순천 서면 판 교리 3 3
전남,두원북초등학교,1999,고흥,초,대부,전라남도 고흥 두원면 용당리 233
전남,두원중학교,2002,고흥,중,대부,전라남도 고흥 두원면 대금리 242
전남,득량서초등학교,1997,보성,초,미활용,전라남도 보성 득량면 마천리 743-1
전남,만덕초용산분교장,1995,담양,초,미활용,전라남도 담양 대덕면 갈전리 687
전남,목사동중학교,2005,곡성,중,자체활용,전라남도 곡성 목사동 면 평리 337
전남,무안북초등학교,1999,무안,초,자체활용,전라남도 무안 무안읍 고절리 759
전남,문평남초등학교,2010,나주,초,미활용,전라남도 나주 문평면 옥당리 1119
전남,방광초등학교,1999,구례,초,자체활용,전라남도 구례 광의면 수월리 500
전남,백초초우두분교장,2013,여수,초,대부,전라남도 여수 돌산읍 우두리 170
전남,벌교초제석분교장,2015,보성,초,미활용,전라남도 보성 벌교읍 장양리 793
전남,벌교초해도분교장,2006,보성,초,미활용,전라남도 보성 벌교읍 장도리 산1-64
전남,법성중안마분교장,2011,영광,중,미활용,전라남도 영광 낙월면 월촌리 산313-3
전남,법성포초진량분교장,2013,영광,초,자체활용,전라남도 영광 법성면 신장리 868
전남,별량남초교,2000,순천,초,대부,전라남도 순천 별량면 대곡리 742-1
전남,별량초마산분교장,2009,순천,초,미활용,전라남도 순천 별량면 마산리 249-1
전남,보성정보통신고,2014,보성,고,자체활용,전라남도 보성 복내면 봉천리 303
