시도교육청,폐교명,폐교연도,지역교육청,급별,활용현황,주소
경기,(구)교하중,2006,파주,중,자체활용,경기도 파주시 다율동 56-8
경기,(구)군남초,2001,연천,초,대부,경기도 연천군 군남면 삼거리 597
경기,(구)군서초,1999,시흥,초,자체활용,경기도 시흥시 정왕동 806-20
경기,(구)대광중,2020,연천,중,자체활용,경기도 연천군 신서면 도신리 228
경기,(구)동패초,2020,파주,초,자체활용,경기도 파주시 동패동 1795
경기,(구)목동초,1999,가평,초,미활용,경기도 가평군 북면 목동리919
경기,(구)백성초,2018,안성,초,자체활용,경기도 안성시 금산동 119
경기,(구)별내초,1999,구리남양주,초,자체활용,경기도 남양주시 별내면 광전리 145-5
경기,(구)보개초,2021,안성,초,자체활용,경기도 안성시 보개면 복평리 162
경기,(구)삼송초,2014,고양,초,미활용,경기도 고양시 삼송동 62
경기,(구)상신초,2017,화성오산,초,대부,경기도 화성시 향납읍 상신리 874
경기,(구)율면초,2001,이천,초,자체활용,경기도 이천시 율면 오성리 550-5
경기,(구)화정초,1994,안산,초,대부,경기도 안산시 단원구 화정동 519
경기,가납초 현암분교장,1991,동두천양주,초,미활용,경기도 양주시 광적면 비암리 231-4
경기,가양초 비금분교장,1989,구리남양주,초,대부,경기도 남양주시 수동면 내방리 325-3
경기,가평초 이화분교장,1989,가평,초,자체활용,경기도 가평군 가평읍  이화리 220
경기,강남초,1994,양평,초,대부,경기도 양평군 강하면 동오리 178-1
경기,강천초 강남분교장,1999,여주,초,대부,경기도 여주시 강천면 굴암리 9-3
경기,강천초 걸은분교장,2002,여주,초,대부,경기도 여주시 강천면 걸은리 625-1
경기,계정초,2007,양평,초,대부,경기도 양평군 양동면 계정리 1000
경기,고삼초고동분교장,1994,안성,초,대부,경기도 안성시 고삼면 쌍지리 769-2
경기,공제초,1996,안성,초,대부,경기도 안성시 공도읍 불당리 63-2
경기,관인초 사정분교장,1992,포천,초,대부,경기도 포천시 관인면 사정리 136-1
경기,군남초 북삼분교장,1991,연천,초,대부,경기도 연천군 왕징면  북삼리 160-4
경기,군서중,2021,시흥,중,자체활용,경기도 시흥시 정왕동 1605
경기,금곡초,1998,파주,초,대부,경기도 파주시 법원읍 금곡리 336-5
경기,금광초 대문분교장,1996,안성,초,자체활용,경기도 안성시 금광면 현곡리 53-3
경기,금왕초,1994,양평,초,대부,경기도 양평군 양동면 금왕리 732
경기,금주초,2022,포천,초,미활용,경기도 포천시 영중면 금주리 522-1
경기,기흥중,2019,본청,중,자체활용,경기도 용인시 기흥구 신갈동 2-3
경기,남사초 서촌분교장,1991,용인,초,대부,경기도 처인구 남사읍 통삼리 239-1외 2필지
경기,남양주송촌초 시우분교장,1992,구리남양주,초,대부,경기도 남양주시 조안면 시우리 122-20
경기,냉정초,1990,포천,초,미활용,경기도 포천시 관인면 냉정리 339
경기,대광초 내산분교장,1989,연천,초,자체활용,경기도 연천군 신서면 내산리 154-1
경기,대광초 신탄분교장,1990,연천,초,자체활용,경기도 연천군 신서면 대광리 174
경기,대동초 선감분교장,1990,안산,초,자체활용,경기도 안산시 단원구 선감동 667-2
경기,대신초 옥촌분교장,1999,여주,초,대부,경기도 여주시 대신면 옥촌리 831-1
경기,덕산초 대장분교장,2021,부천,초,미활용,경기도 부천시 대장동 196-1
경기,도수초 삼성분교장,1995,광주하남,초,자체활용,경기도 경기 광주시 남종면 삼성리  347
경기,동두천초 걸산분교장,1999,동두천양주,초,미활용,경기도 동두천시 걸산동 50-8
경기,마산초 어도분교장,1994,화성오산,초,대부,경기도 화성시 송산면 고포리 826-1
경기,마석초 녹촌분교장,2019,구리남양주,초,대부,경기도 남양주시 화도읍 녹촌리 272
경기,만선초 봉현분교장,1995,광주하남,초,대부,"경기도 광주시 곤지암읍 봉현리 118-1, 303-3"
경기,목동초 광악분교장,1993,가평,초,대부,경기도 가평군 북면 화악리 845
경기,목동초 도대분교장,1995,가평,초,미활용,경기도 가평군 북면 도대리 139-4
경기,목동초 백둔분교장,1995,가평,초,대부,경기도 가평군 북면 백둔리 371-2
경기,목동초 화악분교장,1994,가평,초,대부,경기도 가평군 북면 화악리 564-1
경기,미원초 엄소분교장,2000,가평,초,대부,경기도 가평군 설악면 엄소리 234-30
경기,백마초 장항분교장,2011,고양,초,자체활용,경기도 고양시 장항동 580-20
경기,백학초 고랑포분교장,2002,연천,초,대부,경기도 연천군 장남면 원당리 678
경기,법원초,2019,파주,초,미활용,경기도 파주시 법원읍 법원리 500
경기,보개초 가율분교장,2021,안성,초,자체활용,경기도 안성시 보개면 이전리 347-2
경기,보장초,2015,포천,초,대부,경기도 포천시 창수면 오가리 424
경기,복장포초 금대분교장,1994,가평,초,자체활용,경기도 가평군 가평읍  금대리 520-5
경기,본죽초,2001,이천,초,자체활용,경기도 이천시 율면 본죽리 28-3
경기,부발초 백록분교장,2017,이천,초,자체활용,경기도 이천시 부발읍 고백리 42-3
경기,부안초 명성분교장,1995,양평,초,대부,경기도 양평군 단월면 명성리 144-2
경기,부용초 노와분교장,2002,평택,초,자체활용,경기도 평택시 팽성읍 객사리 160-1
경기,부천북여중,2018,부천,중,자체활용,경기도 부천시 원미구 도당동 36
경기,부천북중,2018,부천,중,자체활용,경기도 부천시 원미구 도당동 37
경기,북내초 주암분교장,2017,여주,초,대부,경기도 여주시 북내면 주암리 225-3
경기,분원초 검천분교장,1995,광주하남,초,대부,경기도 광주시 남종면 검천리  114-1
경기,비봉초 유포분교장,1992,화성오산,초,대부,경기도 화성시 비봉면 유포리 307
경기,산호초,1995,포천,초,자체활용,경기도 포천시 영북면 산정리 83
경기,삼정초 금동분교장,1990,포천,초,대부,경기도 포천시 신북면 금동리 247-1
경기,상색초 두밀분교장,1994,가평,초,대부,경기도 가평군 가평읍 두밀리 11-2
경기,서삼초,2021,안성,초,자체활용,경기도 안성시 보개면 남풍리 1070
경기,서신초제부분교장,2020,화성오산,초,미활용,경기도 화성시 서신면 제부리 23-1
경기,서탄초 금각분교장,2000,평택,초,대부,경기도 평택시 서탄면 금각리 286-4
경기,석장초,1996,양평,초,대부,경기도 양평군 개군면 석장리 177
경기,신산초 영장분교장,1994,파주,초,미활용,경기도 파주시 광탄면 영장리 256-1
경기,안양서여중,2017,안양과천,중,자체활용,경기도 안양시 만안구 안양동 728-2
경기,양동초 단석분교장,2009,양평,초,대부,경기도 양평군 양동면 쌍학리 357
경기,양동초 매월분교장,2007,양평,초,대부,경기도 양평군 양동면 매월리 803-1
경기,양동초 삼산분교장,2001,양평,초,미활용,경기도 양평군 양동면 삼산리 632-11
경기,양성초방축분교장,1994,안성,초,대부,경기도 안성시 양성면 방축리 187-1
경기,양평단월초 산음분교장,2001,양평,초,대부,경기도 양평군 단월면 산음리 231-1
경기,양평부안초,2004,양평,초,대부,경기도 양평군 단월면 부안리 236-1
경기,양평중 옥천분교장,1996,양평,초,자체활용,경기도 양평군 옥천면 옥천리 549-1
경기,어정초 동진원분교장,1999,용인,초,대부,경기도 기흥구 중동 669외 4필지
경기,연천왕산초 동중분교장,1991,연천,초,대부,경기도 연천군 왕징면 동중리 461-1
경기,연천왕산초 마전분교장(A),1991,연천,초,대부,경기도 연천군 미산면 1795
경기,연천왕산초 마전분교장(B),2008,연천,초,대부,경기도 연천군 미산면 유촌리 625
경기,연천초 고문분교장,2017,연천,초,대부,경기도 연천군 연천읍 고문리 259-1
경기,영북초 보광분교장,1995,포천,초,대부,경기도 포천시 영북면 야미리 276
경기,영성여중,2017,성남,중,자체활용,경기도 성남시 수정구 산성동 5
경기,영중초,2022,포천,초,자체활용,경기도 포천시 영중면 성동리 891-3
경기,영평초,2022,포천,초,미활용,경기도 포천시 영중면 영평리 240
경기,옥계초,2000,연천,초,대부,경기도 연천군 군남면 옥계리 475-4
경기,용운초,1996,파주,초,대부,경기도 파주시 적성면 객현리 385-2
경기,운암초,1982,포천,초,자체활용,경기도 포천시 영북면 운천리 334-3
경기,원곡초성은분교장,2018,안성,초,대부,경기도 안성시 원곡면 성은리 35-1
경기,월곶초 문수분교장,1995,김포,초,자체활용,경기도 김포시 월곶면 보구곶리 364
경기,유양초 천성분교장,1991,동두천양주,초,미활용,경기도 양주시 유양동 725
경기,율면초 월포분교장,1994,이천,초,대부,경기도 이천시 율면 월포리 610-1
경기,이천중 호법분교장,1994,이천,중,자체활용,경기도 이천시 호법면 후안리 295
경기,장암초,1998,안성,초,대부,경기도 안성시 일죽면 장암리 204
경기,장암초금산분교장,1995,안성,초,대부,경기도 안성시 일죽면 금산리 232-1
경기,장호원상업고,2001,이천,고,자체활용,경기도 이천시 장호원읍 노탑리 717
경기,장호원여중,2001,이천,중,자체활용,경기도 이천시 장호원읍 노탑리 717
경기,적성초,1998,파주,초,자체활용,경기도 파주시 적성면 가월리 114-5
경기,전곡초 양원분교장,1991,연천,초,대부,경기도 연천군 전곡읍 양원리 560
경기,전곡초 적동분교장,2018,연천,초,자체활용,경기도 연천군 전곡읍 늘목리 111-2
경기,점동초 뇌곡분교장,2012,여주,초,대부,경기도 여주시 점동면 뇌곡리 172-1
경기,점동초 당현분교장,1996,여주,초,대부,경기도 여주시 점동면 당진리 262-1
경기,점동초 안평분교장,2009,여주,초,미활용,경기도 여주시 점동면 장안리 478
경기,정문초,1994,화성오산,초,대부,경기도 화성시 정남면 계향리 411
경기,조종초 운악분교장,1999,가평,초,대부,경기도 가평군 조종면 운악리 214-6
경기,지평초 일신분교장,2011,양평,초,대부,경기도 양평군 지평면 일신리 674
경기,진가초모가분교장,2010,이천,초,미활용,경기도 이천시 모가면 신갈리165-2
경기,창곡여중,2017,성남,중,자체활용,경기도 성남시 수정구 산성동 3
경기,창곡중,2017,성남,중,자체활용,경기도 성남시 수정구 산성동 3
경기,창문초,2000,화성오산,초,대부,경기도 화성시 남양읍 수화리 236
경기,청운초 갈운분교장,2000,양평,초,미활용,경기도 양평군 청운면 갈운리 472
경기,청운초 신론분교장,1994,양평,초,대부,경기도 양평군 청운면 신론리 291-3
경기,청평초 삼회분교장,2001,가평,초,자체활용,경기도 가평군 청평면  삼회리 184
경기,청평초 양진분교장,1994,가평,초,대부,경기도 가평군 청평면 고성리 777-2
경기,청평초 회곡분교장,1994,가평,초,미활용,경기도 가평군 설악면 회곡리 528
경기,탄벌초 목현분교장,1995,광주하남,초,자체활용,"경기도 경기 광주시 목현동 418-1,386-2,387-1,"
강원,가산초 품걸분교장,2005,춘천,초,대부,강원도 춘천시 동면 품걸리 75-1
강원,가정초등학교,2009,춘천,초,자체활용,강원도 춘천시 남면 가정리 838-1
강원,가천초등학교,1994,횡성,초,대부,강원도 횡성군 강림면 강림리 212
강원,가평초등학교,2020,평창,초,대부,강원도 평창군 대화면 하안미리 417
강원,간성초 선혜분교장,1990,고성,초,대부,강원도 고성군 간성읍 탑동2리 산142-1
강원,간척초등학교,1999,화천,초,대부,강원도 화천군 간동면 간척리 474
강원,갈래초 대성분교장,1998,정선,초,미활용,강원도 정선군 고한읍 고한리 334-65
강원,갑천초 금성분교장,2018,횡성,초,대부,강원도 횡성군 갑천면 하대리 44
강원,강림초 부곡분교장,2011,횡성,초,대부,강원도 횡성군 강림면 부곡리 617
강원,강림초 월현분교장,1995,횡성,초,대부,강원도 횡성군 강림면 월현리 1314
강원,강포초등학교,2012,철원,초,대부,강원도 철원군 갈말읍   강포리 81-4
강원,거진초 송정분교장,2016,고성,초,자체활용,강원도 고성군 거진읍 송정리 139
강원,계촌초 대미분교장,2012,평창,초,대부,강원도 평창군 방림면 계촌리 520
강원,계촌초 방의분교장,1994,평창,초,미활용,강원도 평창군 방림면 계촌리 2290
강원,공근초 광덕분교장,2012,횡성,초,대부,강원도 횡성군 공근면 초원리 134-1
강원,광덕초등학교,2005,양구,초,대부,강원도 양구군 남면 적리 490-1
강원,구송초 화성분교장,2007,홍천,초,대부,강원도 홍천군 화촌면 구성포리 950-2
강원,군평초등학교,1999,홍천,초,대부,강원도 홍천군 화촌면 장평리 887-1
강원,궁촌초 양지분교장,1994,삼척,초,대부,강원도 삼척시 근덕면  궁촌리 23
강원,귀래초 귀운분교장,2016,원주,초,미활용,강원도 원주시 귀래면 귀래리 1343
강원,근덕초 교곡분교장,1999,삼척,초,대부,강원도 삼척시 근덕면  교굑리 253
강원,근덕초 노곡분교장,2016,삼척,초,미활용,강원도 삼척시 노곡면 하월산리 162-3
강원,근덕초 동막분교장,2018,삼척,초,미활용,강원도 삼척시 근덕면 동막리 381
강원,근덕초 마읍분교장,2016,삼척,초,미활용,강원도 삼척시 노곡면 중마읍리 102
강원,금병초 혈동분교장,1998,춘천,초,대부,강원도 춘천시 신동면 혈동리 170
강원,기화초 한탄분교장,1994,평창,초,대부,강원도 평창군 미탄면 한탄리 231
강원,남산초 발산분교장,2006,춘천,초,대부,강원도 춘천시 남면 발산리 77-3
강원,남산초 삼창분교장,1997,홍천,초,대부,강원도 홍천군 홍천읍 삼마치리 174-1
강원,남산초 장전분교장,1997,홍천,초,자체활용,강원도 홍천군 홍천읍 장전평리 252
강원,남선초 광덕분교장,2005,정선,초,대부,강원도 정선군 남면 광덕리 1058
강원,남선초 자미분교장,1994,정선, 초,대부,강원도 정선군 남면 문곡리 265-1
강원,남천초등학교장,2008,속초양양,초,미활용,강원도 양양군 현북면 도리19
강원,남평초 문곡분교장,1993,정선,초,미활용,강원도 정선군 북평면 문곡리 265-1
강원,내덕초,2000,영월,초,미활용,강원도 영월군 상동읍 내덕리 227-2
강원,내촌초 동창분교장,2021,홍천,초,미활용,강원도 홍천군 내촌면 동창로 143
강원,내촌초 신촌분교장,1997,홍천,초,대부,강원도 홍천군 내촌면 물걸리 1206-1
강원,내촌초 연지분교장,1999,홍천,초,대부,강원도 홍천군 내촌면 화상대리 130-1
강원,내촌초 와야분교장,2009,홍천,초,대부,강원도 홍천군 내촌면 와야리 881-1
강원,내촌초 협성분교장,1999,홍천,초,대부,강원도 홍천군 두촌면 괘석리 420-1
강원,노곡초 여삼분교장,1995,삼척,초,대부,강원도 삼척시 노곡면  여삼리 193-5
강원,노림초등학교,2004,원주,초,대부,강원도 원주시 부론면 노림리 403
강원,노천초 화방분교장,1994,홍천,초,대부,강원도 홍천군 동면 노천리 623-1
강원,다수초등학교,1999,평창,초,미활용,강원도 평창군 평창읍 다수리 304
강원,대붕초등학교,1999,화천,초,자체활용,강원도 화천군 화천읍 대이리 98-3
강원,대진초 마달분교장,1994,고성,초,대부,강원도 고성군 현내면 마달리 198
강원,대화초 개수분교장,1999,평창,초,대부,강원도 평창군 대화면 개수리 742-1
강원,도계초 동덕분교장,2007,삼척,초,미활용,강원도 삼척시 도계읍 상덕리 89-1
강원,두일초등학교,2009,평창,초,대부,강원도 평창군 진부면 두일리 144-2
강원,두촌초 원동분교장,1996,홍천,초,미활용,강원도 홍천군 두촌면 원동리 212
강원,두촌초 장남분교장,1996,홍천,초,대부,강원도 홍천군 두촌면 장남리 473-1
강원,둔내초 덕성분교장,2016,횡성,초,미활용,강원도 횡성군 둔내면 화동리 504-1
강원,둔내초 영호분교장,2008,횡성,초,미활용,강원도 횡성군 둔내면 영랑리 363
강원,둔내초 조항분교장,1999,횡성,초,대부,강원도 횡성군 둔내면 조항리 554-5
강원,등매초 유포분교장,1997,평창,초,대부,강원도 평창군 봉평면 유포리 597-5
강원,마읍초 주지분교장,1992,삼척,초,대부,강원도 삼척시 노곡면  주지리 180
강원,마차초 공기분교장,2020,영월,초,대부,강원도 영월군 북면  공기리 799
강원,마차초 연덕분교장,2018,영월,초,미활용,강원도 영월군 북면 연덕리 604-4
강원,마현초등학교,2007,철원,초,대부,강원도 철원군 근남면 마현리 1270
강원,만천초 명성분교장,2000,춘천,초,대부,강원도 춘천시 동면 상걸리 336
강원,맹방초 금계분교장,1995,삼척,초,대부,강원도 삼척시 근덕면  금계리 193
강원,모곡초 동막분교장,1993,홍천,초,미활용,강원도 홍천군 서면 동막리 473-1
강원,무이초 흥정분교장,1996,평창,초,대부,강원도 평창군 봉평면 흥정리 356
강원,문곡초 덕상분교장,1996,영월,초,미활용,강원도 영월군 북면 덕상리 275-2
강원,문막초 취병분교장,2014,원주,초,대부,강원도 원주시 문막읍 취병리 358
강원,문혜초 대곡분교장,1995,철원,초,미활용,강원도 철원군 갈말읍 문혜리 48-1
강원,미동초 하사미분교장,1995,태백,초,미활용,강원도 태백시 하사미동 163-1
강원,미로초 동산분교장,1998,삼척,초,미활용,강원도 삼척시 미로면 동산리 49-1
강원,미로초 천기분교장,2002,삼척,초,미활용,강원도 삼척시 미로면 상정리 187
강원,반계초 대둔분교장,1999,원주,초,대부,강원도 원주시 문막읍 대둔리 31
강원,반곡초 팔봉분교장,1999,홍천,초,대부,강원도 홍천군 서면 팔봉리 814-1
강원,발산중학교,2002,춘천,중,대부,강원도 춘천시 남면  발산리 642
강원,벽탄초 비룡분교장,1997,정선,초,대부,강원도 정선군 정선읍 용탄리 207
강원,벽탄초 행매분교장,1994,정선,초,대부,강원도 정선군 정선읍 용탄리 1284
강원,봉덕초등학교,2005,횡성,초,대부,강원도 횡성군 청일면 갑천리 360
강원,봉래초 거운분교장,2022,영월,초,미활용,강원도 영월군 영월읍 거운리 529-8
강원,봉양초 덕산분교장,1990,정선,초,대부,강원도 정선군 정선읍 덕우리 27
강원,봉양초 여탄분교장,1992,정선,초,대부,강원도 정선군 정선읍 여탄리 317
강원,봉양초 정덕분교장,1999,정선,초,대부,강원도 정선군 정선읍 덕우리 477
강원,부론초 단강분교장,2007,원주,초,미활용,강원도 원주시 부론면 단강리 1380
강원,부론초 손곡분교장,1999,원주,초,대부,강원도 원주시 부론면 손곡리 1382
강원,부평초 수내분교장,1993,인제,초,미활용,강원도 인제군 남면 상수내리 144-6
강원,부평초 신월분교장,2017,인제,초,미활용,강원도 인제군 남면 신월리 244
강원,비봉초 군량분교장,1999,양구,초,대부,강원도 양구군 양구읍 군량리 450
강원,사북여자중학교,2010,정선,중,자체활용,강원도 정선군 사북읍 사북리 268-1
강원,사음초등학교,2013,정선,초,자체활용,강원도 정선군 사북읍 사북리 270
강원,사천초 사기막분교장,1996,강릉,초,대부,강원도 강릉시 사천면 사기막리 534-2
강원,삼덕초 삼교분교장,1994,강릉,초,대부,강원도 강릉시 주문진읍 삼교리 126
강원,삼산초 소금강분교장,1995,강릉,초,대부,강원도 강릉시 연곡면 삼산리 375
강원,삼생초 서광분교장,1994,홍천,초,대부,강원도 홍천군 서석면 생곡리 167-2
강원,삼포초 당무분교장,1997,홍천,초,미활용,강원도 홍천군 화촌면 군업리 1128
강원,상승초 노동분교장,2019,화천,초,미활용,강원도 화천군 상서면 노동리 504-2
강원,상창초 신흥분교장,1995,횡성,초,미활용,강원도 횡성군 공근면 어둔리 171-1
강원,상창초등학교,2009,횡성,초,대부,강원도 횡성군 공근면 부창리 208-5
강원,상천초 물로분교장,1994,춘천,초,대부,강원도 춘천시 북산면 물로리 604-2
강원,상천초 조교분교장,1994,춘천,초,대부,강원도 춘천시 북산면 조교리 295-1
강원,서상초 삼선분교장,1995,춘천,초,대부,강원도 춘천시 서면 서상리 801-2
강원,서석초 가구분교장,1995,홍천,초,대부,강원도 홍천군 서석면 수하리 1290-1
강원,서석초 송촌분교장,1994,홍천,초,대부,강원도 홍천군 서석면 어론리 564-5
강원,서석초 항곡분교장,2016,홍천,초,대부,강원도 홍천군 서석면 수하리 398-3
강원,서원초 옥인분교장,1994,횡성,초,대부,강원도 횡성군 서원면 옥계리 488
강원,성덕초 병산분교장,2004,강릉,초,자체활용,강원도 강릉시 병산동 445-5
강원,성산초 보광분교장,1998,강릉,초,대부,강원도 강릉시 성산면 보광리 308
강원,소달중학교,2018,삼척,중,대부,강원도 삼척시 도계읍  고사리 197-7
강원,속사초 계방분교장,1998,평창,초,자체활용,강원도 평창군 용평면 노동리 320-10
강원,속초초 노천분교장,2017,홍천,초,자체활용,강원도 홍천군 동면 노천리 1441
강원,속초초 신봉분교장,1994,홍천,초,대부,강원도 홍천군 동면 신봉리 211-1
강원,속초초 월운분교장,2022,홍천,초,미활용,강원도 홍천군 영귀미면 월운리 334-4
강원,속초초 좌운분교장,2021,홍천,초,미활용,강원도 홍천군 동면 금계로 1534
강원,송화초 서원분교장,1995,춘천,초,자체활용,강원도 춘천시 신북읍 용산리 725-2
강원,수항초등학교,1997,평창,초,미활용,강원도 평창군 진부면 수항리 278-3
강원,신동초 마차분교장,2003,삼척,초,대부,강원도 삼척시 신기면  마치리 505-2
강원,신림초 구학분교장,1996,원주,초,대부,강원도 원주시 신림면 구학리 273
강원,신림초 성림분교장,1996,원주,초,자체활용,강원도 원주시 신림면 성남리 527
강원,신왕초 부연분교장,2007,강릉,초,미활용,강원도 강릉시 연곡면 삼산리 1279
강원,신천중학교,2022,영월,중,미활용,강원도 영월군 한반도면 신천리 615-2
강원,쌍룡초 토교분교장,2021,영월,초,미활용,강원도 영월군 남면 토교리 496-1
강원,쌍룡초 후탄분교장,1994,영월,초,대부,강원도 영월군   한반도면  후탄리 911
강원,안미초 선애분교장,2005,평창,초,대부,강원도 평창군 대화면 상안미리 888-1
강원,약수초 입탄분교장,2001,평창,초,미활용,강원도 평창군 평창읍 입탄리 368-2
강원,약수초등학교,2016,평창,초,대부,강원도 평창군 평창읍 약수리 160
강원,양구초 서호분교장,1991,양구,초,대부,강원도 양구군 양구읍 상무룡1리 828
강원,양구초 월명분교장,1999,양구,초,대부,강원도 양구군 양구읍 월명리 230
강원,여량초 구절분교장,2013,정선,초,대부,강원도 정선군 여량면 구절리276-1
강원,여량초 남곡분교장,1994,정선,초,대부,강원도 정선군 여량면 남곡리 226
강원,여량초 자개분교장,1991,정선,초,대부,강원도 정선군 여량면 구절리 377-1
강원,연곡초 삼산분교장,1999,강릉,초,미활용,강원도 강릉시 연곡면 삼산리 739
강원,연곡초 퇴곡분교장,2000,강릉,초,대부,강원도 강릉시 연곡면 퇴곡리 225
강원,연상초 화라분교장,1994,영월,초,미활용,강원도 영월군 산솔면 화원리 441-1
강원,영월초 연상분교장,2019,영월,초,대부,강원도 영월군 중동면 연상리 70-2
강원,영월초 팔괴분교장,1997,영월,초,대부,강원도 영월군   영월읍  팔괴리 324-1
강원,예미초 고성분교장,2013,정선,초,자체활용,강원도 정선군 신동읍 고성리 812
강원,오안초 삼마치분교장,1998,홍천,초,대부,강원도 홍천군 홍천읍 삼마치리 681-1
강원,옥계초 남양분교장,2011,강릉,초,대부,강원도 강릉시 옥계면 남양리 528
강원,옥계초 북동분교장,1995,강릉,초,대부,강원도 강릉시 옥계면  북동리 18
강원,옥계초 산계분교장,1995,강릉,초,대부,강원도 강릉시 옥계면 산계리 816-1
강원,옥동초 각동분교장,1993,영월,초,대부,강원도 영월군   김삿갓면  각동리 18-1
강원,옥동초 대야분교장,1993,영월,초,대부,강원도 영월군   김삿갓면  대야리 764
강원,왕산초 고단분교장,2010,강릉,초,대부,강원도 강릉시 왕산면 고단리 32-18
강원,왕산초 매지분교장,1994,강릉,초,대부,강원도 강릉시 왕산면 대기리 1133-1
강원,왕산초 송현분교장,1993,강릉,초,대부,강원도 강릉시 왕산면 송현리 138-1
강원,용둔초등학교,1996,횡성,초,대부,강원도 횡성군 우천면 용둔리 75-2
강원,용암초등학교,1998,원주,초,대부,강원도 원주시 귀래면 용암리 906
강원,용전초 도원분교장,1996,평창,초,대부,강원도 평창군 용평면 도사리 210-1
강원,원당초 광원분교장,1994,홍천,초,대부,강원도 홍천군 내면 광원리 782-22
강원,원당초 명개분교장,1994,홍천,초,대부,강원도 홍천군 내면 명개리 178
강원,원당초 생둔분교장,1993,홍천,초,대부,강원도 홍천군 내면 율전리 221-4
강원,유현초 금대분교장,2002,횡성,초,대부,강원도 횡성군 서원면 금대리 204-10
강원,율전초 광문분교장,1999,홍천,초,대부,강원도 홍천군 내면 방내리 169-2
강원,율전초 문암분교장,1997,홍천,초,대부,강원도 홍천군 내면 율전리 696-1
강원,율전초 방내분교장,2012,홍천,초,대부,강원도 홍천군 내면 방내리 797-5
강원,인구초 임호분교장,2021,속초양양,초,미활용,강원도 양양군 현남면 임호정리 256
강원,인제초 군량분교장,1993,인제,초,미활용,강원도 인제군 인제읍 귀둔리 984-1
강원,임계초 고양분교장,1995,정선,초,대부,강원도 정선군 임계면 고양리 124
강원,임계초 문래분교장,2009,정선,초,대부,강원도 정선군 임계면 문래리 423-1
강원,임계초 성남분교장,1990,정선,초,대부,강원도 정선군 임계면 임계리 1300
강원,임계초 소란분교장,2003,정선,초,대부,강원도 정선군 임계면 송계리 882-8
강원,잠곡초등학교,2006,철원,초,대부,강원도 철원군 근남면 잠곡리 451-1
강원,장열초등학교,1991,정선,초,대부,강원도 정선군 북평면 장열리 247-2
강원,장평초 용전분교장,2002,평창,초,대부,강원도 평창군 용평면 용전리 71-2
강원,장호중학교,2022,삼척,중,미활용,강원도 삼척시 근덕면 장호리 201
강원,정선중 벽탄분교장,1999,정선,중,자체활용,강원도 정선군 정선읍 용탄리 697-1
강원,정선초 귤암분교장,1995,정선,초,대부,강원도 정선군 정선읍 귤암리 171
강원,정선초 덕송분교장,1991,정선,초,대부,강원도 정선군 정선읍 덕송리 166
강원,정선초 생탄분교장,1998,정선,초,대부,강원도 정선군 정선읍 봉양리 848-1
강원,정선초 신월분교장,1994,정선,초,자체활용,강원도 정선군 정선읍 신월리 754-1
강원,정연초등학교,2002,철원,초,자체활용,강원도 철원군 갈말읍 정연리 1161
강원,제비초등학교,1999,강릉,초,대부,강원도 강릉시 구정면 제비리 504
강원,조산초 적은분교장,1999,속초양양,초,대부,강원도 양양군 강현면 적은리 84
강원,주봉초 와동분교장,2015,홍천,초,대부,강원도 홍천군 홍천읍 와동리 275
강원,주천초 결운분교장,1995,영월,초,대부,강원도 영월군   주천면  금마리 550-3
강원,죽리초 웅진분교장,1994,양구,초,대부,강원도 양구군 양구읍 웅진리 407-2
강원,죽왕초 구성분교장,2005,고성,초,대부,강원도 고성군 죽왕면 구성리 118-5
강원,죽정초,2008,고성,초,미활용,강원도 고성군 현내면 죽정리 365
강원,지정초 송암분교장,2003,원주,초,미활용,강원도 원주시 지정면 월송리 451
강원,지정초 안창분교장,1993,원주,초,대부,강원도 원주시 지정면 안창리 81
강원,지정초 판대분교장,1994,원주,초,대부,강원도 원주시 지정면 판대리 427
강원,지촌초 원평분교장,1997,춘천,초,대부,강원도 춘천시 사북면 원평리 478-2
강원,창원초등학교,1994,영월,초,대부,강원도 영월군   남면  창원리 887-5
강원,창촌초 운두분교장,2009,홍천,초,대부,강원도 홍천군 내면 자운리 413
강원,창촌초 원자분교장,1994,홍천,초,대부,강원도 홍천군 내면 자운리 1171-3
강원,천전초 부귀분교장,1995,춘천,초,자체활용,강원도 춘천시 북산면 부귀리 433-1
강원,철암초 백산분교장,2008,태백,초,대부,강원도 태백시 백산동 89
강원,초계초등학교,1995,고성,초,자체활용,강원도 고성군 거진읍 대대리 315-1
강원,판운초 중선분교장,1998,영월,초,대부,강원도 영월군   주천면  판운리 1119
강원,평창초 도돈분교장,1999,평창,초,대부,강원도 평창군 평창읍 도돈리 35
강원,하장고등학교,2022,삼척,고,자체활용,강원도 삼척시 하장면  광동리 121
강원,하장초 갈전분교장,2011,삼척,초,미활용,강원도 삼척시 하장읍 갈전리 365
강원,하장초 토산분교장,2002,삼척,초,대부,강원도 삼척시 하장면  토산리 225
강원,현성초 면옥치분교장,1997,속초양양,초,대부,강원도 양양군 현북면 면옥치리 141
강원,현천초등학교,1999,횡성,초,자체활용,강원도 횡성군 둔내면 현천리 1103
강원,화계초 노일분교장,2017,홍천,초,대부,강원도 홍천군 북방면 노일리 469-1
강원,화계초 성동분교장,2013,홍천,초,대부,강원도 홍천군 북방면 성동리 642-5
강원,화계초 역전분교장,1994,홍천,초,대부,강원도 홍천군 북방면 역전평리 91
